1,14352.94
2,9866.99
3,12276.5
4,7964.22
5,9044.24
6,11319.7
7,10858.32
8,8356.51
9,7244.76
10,7558.42
11,7394.72
12,9846.77
13,8565.27
14,8704.93
15,8861.19
16,8903.37
17,8737.59
18,8414.53
19,12381.89
20,11176.06
21,7832.5
22,7567.47
23,7455.45
24,9769.22
25,11391.81
26,8559.52
27,8856.91
28,9680.45
29,8038.98
30,8030.78
31,8655.4
32,8746.51
33,9206.4
34,10348.72
35,7345.13
36,9123.88
37,6702.5
38,9705.54
39,9206.1
40,9689.56
41,8446.5
42,9119.89
43,12773.28
44,10547.27
45,7573.72
46,12815.13
47,8618.32
48,8461.39
49,7092.65
50,8012.37
51,7405.7
52,9703.25
53,13126.19
54,10293.86
55,11128.68
56,11693.28
57,10744.66
58,10925.13
59,8794.6
60,9628.51
61,7944.79
62,12986.07
63,7724.81
64,6569.17
65,9683.84
66,9556.39
67,9286.83
68,11284.73
69,8683.65
70,10967.75
71,10971.87
72,9822.47
73,9417.47
74,8324.9
75,8972.96
76,8993.34
77,7498.17
78,8704.09
79,8441.14
80,7606.83
81,7924.18
82,10162.32
83,7849.67
84,10203.76
85,8636.49
86,7769.31
87,11428.07
88,9595.34
89,7731.49
90,9275.45
91,10624.73
92,10796.8
93,10246.45
94,12517.4
95,9100.53
96,9382.33
97,6946.55
98,8459.72
99,9857.52
100,9993.96
101,8437.82
102,9840.49
103,9400.18
104,10840.17
105,10166.01
106,12168.11
107,9939.46
108,9612.58
109,12041.87
110,11321.83
111,9052.11
112,11389.73
113,11625.23
114,9837.45
115,10982.74
116,8445.17
117,8045.47
118,10854.24
119,8976.27
120,6903.84
121,10933.05
122,11671.39
123,9910.83
124,10075.49
125,9466.79
126,7963.9
127,7361.0
128,7461.44
129,10737.57
130,8478.67
131,8343.11
132,9671.77
133,7657.77
134,8205.31
135,11242.48
136,10740.0
137,10878.92
138,12900.69
139,11320.26
140,9739.45
141,8905.91
142,8839.62
143,6481.12
144,11652.02
145,8169.59
146,9189.41
147,9672.53
148,7229.23
149,9053.03
150,9602.15
151,12405.14
152,8553.85
153,10184.44
154,9056.5
155,10858.23
156,9632.64
157,9612.77
158,8838.52
159,11318.98
160,8917.75
161,11441.17
162,8773.27
163,11702.84
164,8997.01
165,9994.99
166,8554.58
167,9528.98
168,10110.49
169,12804.19
170,13527.9
171,9707.41
172,8319.28
173,12673.02
174,8998.54
175,8637.86
176,9069.85
177,8796.2
178,10067.83
179,8930.82
180,8041.57
181,10398.41
182,7366.3
183,8625.59
184,8383.05
185,9826.38
186,8782.65
187,8240.4
188,8732.13
189,10361.53
190,9349.34
191,10863.22
192,9597.76
193,12173.01
194,13293.67
195,12358.15
196,10432.66
197,8281.83
198,7675.04
199,10494.22
200,8808.27
